PetID,PureBred,SingleColor,HasRealName
4dad8252f,0,0,1
3f9f466d1,0,0,1
8bf9a6b80,0,0,1
c43ecb3e1,0,0,1
3a3ae56f1,1,0,1
172332f53,0,0,1
01f7fdb78,0,0,1
9b721dcaf,0,0,1
e20655a10,0,0,1
9718baba0,0,0,1
cdd7aee45,0,0,1
86550c5dc,0,0,0
ba311fc1a,1,0,1
bb05c1ce8,0,0,0
4060caeb1,0,0,1
e54ee8e55,0,0,1
166092e21,0,0,1
5a2c8a05f,1,0,1
d3d47c67d,0,0,1
8ba0c6894,0,0,1
71cc0a02e,0,0,1
75bbaa3fa,1,0,1
ca587cb42,0,0,1
b4eb7f4df,1,0,1
fd32ce3ef,0,0,1
a15d8c8a8,0,0,1
34cedf9bb,0,0,1
ab599a6ac,0,0,1
81da09ea9,0,0,1
e736ab042,0,0,1
81a815ef5,0,0,1
0f122f712,1,0,1
58a10d0cd,0,0,1
3b1976326,0,0,1
30ea81bac,0,0,1
35907f15e,0,0,1
bfb33b149,0,0,1
375905770,0,0,1
9ec161c16,0,0,0
19f38a3f0,0,0,1
e2f1f5377,0,0,1
0c17e1f32,0,0,1
b912b1114,0,0,1
bd9e9d9e2,1,0,1
241dd214b,0,0,1
084874570,0,0,1
c1df421c4,0,0,1
ab9f715ad,0,0,1
3cc84c2f8,0,0,1
ee5583527,0,0,1
9a770c49a,0,0,1
e07812482,0,0,1
997db5df5,0,0,1
301e16ab9,0,0,1
8705145ca,1,0,1
6e3aad5f3,0,0,0
75a11e0f8,0,0,1
219a1308d,0,0,1
915173d4d,0,0,1
c390140c3,0,0,1
81d97fa9f,0,0,1
78b07d4e0,1,0,1
6cd1cac68,0,0,1
fb3bd80d1,0,0,1
51372ce91,0,0,1
1a1283447,0,0,1
4831c683c,1,0,1
90592e40c,0,0,1
e4e5ea1d2,0,0,1
e7a74fca8,1,0,1
a5595a935,0,0,1
c7575df7b,0,0,1
e81c6347b,0,0,1
7ee058c3d,0,0,1
4d999ee22,0,0,1
0637293ec,0,0,1
7ead795bb,0,0,1
691a8b7ea,0,0,1
fcd21f3ec,0,0,0
9c31047a7,0,0,1
76d5726c4,0,0,1
03d59fc21,0,0,1
1a9e7158e,0,0,1
86afe98e6,0,0,1
0eba8b0ad,0,0,1
d38bcdf49,0,0,1
85a79f281,0,0,1
91c2159dd,0,0,1
91d6a2898,0,0,1
cfddf0c47,0,0,1
b102f525b,0,0,1
dc1c9f8d5,0,0,1
c96f9d3a8,0,0,1
072ae6d9e,0,0,1
fa94b21d1,0,0,1
b5df81f99,0,0,1
2c24655fe,1,0,1
c702e00d2,1,0,1
95d2a0bdf,0,0,1
c8208c3c9,0,0,0
9a9f6c753,0,0,1
92b89a666,1,0,1
6819ce556,0,0,1
17bdf954a,0,0,1
2bf834f39,0,0,1
53cd96ef8,0,0,1
da327c74b,0,0,1
10a6c97d5,0,0,1
f8d831236,0,0,1
75a4a14ac,0,0,1
df39a5468,0,0,1
37f127385,0,0,0
878e36da4,1,0,1
1ffe668f9,0,0,1
9a2f44ddf,0,0,1
54e2508de,0,0,1
432904c5d,0,0,1
d30b90a39,0,0,1
20559d623,0,0,1
2e1d3ae52,0,0,1
3b0b2a86a,0,0,1
64c1c412b,1,0,1
b28de653f,0,0,1
0e6dd5e23,0,0,1
46dea66ea,0,0,1
842b21328,0,0,1
184ea777b,0,0,1
86547ad6d,0,0,1
ead547f1b,0,0,1
703f38466,0,0,1
60b188249,0,0,1
845703071,0,0,0
3c5e8cc5d,0,0,0
9f533475e,1,0,1
0636650db,0,0,1
d8128cefd,1,0,0
6b3614a92,0,0,1
dd2ec7bf4,0,0,0
fcf377cce,0,0,1
fb9a96204,0,0,1
d4b028ea8,0,0,1
8520800b1,0,0,1
7f8f45a35,0,0,1
dd7ad37e7,0,0,1
c92256e41,0,0,1
caa9a4f53,0,0,1
4ef431298,0,0,1
044548f89,0,0,0
6c3a05812,0,0,1
5d1fa8ddf,0,0,0
68cdd6d6b,1,0,1
1171c9a41,0,0,1
f9994fbae,0,0,1
67dbd5ed9,0,0,0
129df65b1,0,0,1
cc25fb529,0,0,1
3db150833,0,0,0
3b8b38508,0,0,0
2e1d4e279,0,0,0
f4f349714,0,0,1
7d21dc4a8,0,0,1
c3cafb38c,0,0,1
a6e902691,0,0,1
e3f841674,0,0,1
a6423eca8,1,0,1
2cea63a41,1,0,1
1751240fe,0,0,1
6c48c9154,0,0,1
9a3c966a9,0,0,1
ac49bdbdd,0,0,1
7fc640ad8,0,0,1
05252b175,0,0,1
27104e464,0,0,1
da8a47785,1,0,1
1aa3952c1,0,0,1
8bac2d757,0,0,1
1ba11aaaa,0,0,1
e5164d828,0,0,1
a0dd85af0,0,0,1
0392c0c81,1,0,1
fff24fcb5,0,0,1
1195168b6,0,0,1
9f7bf4f71,0,0,1
accca912b,0,0,0
27c4981c9,0,0,1
c2558c319,0,0,0
12d514ef2,1,0,1
3e2cc2690,0,0,1
c5072890c,0,0,1
17e6747da,0,0,1
1f7d6b89e,0,0,1
0052dcf47,1,0,1
cdb855a69,0,0,1
6f93a41c5,0,0,1
23d2b8824,0,0,1
dc56ff89a,0,0,1
23379775f,0,0,1
fca85f778,0,0,1
2b3ec0f96,0,0,0
a9bfec3ba,0,0,1
8885f346b,0,0,1
33d3738f6,0,0,1
87f4ea65f,0,0,1
edf0ff7e4,0,0,1
bebab9790,0,0,1
f17d4ab32,0,0,1
97dc6aa32,0,0,1
489d05a55,0,0,1
51d8da535,0,0,1
bb4c6519d,0,0,1
9fceca5de,0,0,1
93849e2b5,0,0,1
700a93465,0,0,1
d95eabfe9,0,0,1
146d950bc,0,0,1
439f040ed,0,0,1
022d2d16e,0,0,1
e0238b8c2,1,0,1
a5b5eccb6,0,0,1
0b8614414,0,0,1
6e3457b81,0,0,1
20d4ea30e,0,0,1
f98750599,0,0,1
2f346ac72,0,0,1
fc9b4b692,0,0,1
ec7775c4f,0,0,1
487abc5e1,0,0,1
06f523361,0,0,1
5c66641a1,0,0,0
ed5f14fda,0,0,1
a23f0020a,1,0,1
5a5463e17,0,0,1
518f86025,1,0,1
8dfe4da6a,0,0,1
8c93a6e28,0,0,1
94bcf0199,0,0,1
e758e4c0c,0,0,1
f2b656028,0,0,1
c69842c2a,0,0,1
fa07f7477,0,0,1
09acd6b31,0,0,1
782eb0d9d,0,0,1
7fd7b7583,0,0,1
655cfc630,0,0,0
e9dc82251,0,0,1
2f19ac5ab,0,0,0
7687b7da2,0,0,1
203e2bd3c,0,0,1
6b0103c04,0,0,1
3f936cb8a,0,0,1
d0101e748,0,0,1
56583003c,0,0,1
f99a5e817,1,0,1
157e3e074,0,0,1
68731378e,0,0,1
1e24f14d6,0,0,1
eb8aeff64,0,0,1
e9e06e3f6,0,0,1
79f8b048f,0,0,1
488bfc285,0,0,1
5698c00e2,0,0,1
b5aa169b4,0,0,1
846e720dc,0,0,1
13d0266c5,0,0,1
1b87c512e,0,0,1
859bcc995,0,0,1
9744dcc69,0,0,1
a2ae5fa7d,0,0,1
445c703ff,0,0,1
b9d6b1488,0,0,1
1ffb40e20,0,0,1
c0fe34d97,0,0,1
1ee56e81a,1,0,1
4e3e41b78,0,0,1
f4415e636,0,0,1
f91147e5f,0,0,1
406a1e534,0,0,1
648897870,0,0,1
2418f7929,0,0,1
2f60db1f7,0,0,1
0e4049f6d,1,0,1
27268f547,0,0,1
113b2b57a,0,0,1
d9c54752f,0,0,1
daf1a8d08,0,0,1
1ba69dec6,0,0,1
b744f152f,0,0,1
30908fb77,0,0,1
beb3a6da0,0,0,1
e3897d3cb,0,0,1
cfe285c5f,0,0,1
92caf1d01,0,0,1
37bf6da18,0,0,1
24d9b76ae,0,0,1
86953ea0b,0,0,1
0162634c2,0,0,1
c0ca6dd73,0,0,1
6f72c46b5,1,0,0
c8fc0d746,0,0,1
7b8924342,0,0,1
5145f87a0,0,0,1
e73038b62,0,0,1
b8bf2c090,0,0,1
44bba906d,0,0,1
7d1d7a4f6,0,0,1
fbaec0999,1,0,1
e936f5f63,0,0,1
43b277272,0,0,1
36cc00cf3,0,0,1
4fc4ac031,0,0,1
d5a027e6c,0,0,1
4bff9728d,0,0,1
cd4b05b8c,0,0,1
77fa5cdd7,1,0,1
f253bd6aa,0,0,1
21493e6ea,1,0,1
c5e4cfab0,0,0,1
7667378df,0,0,1
d09835201,0,0,1
a76983523,0,0,1
b6637d165,0,0,1
c60e6aff7,1,0,1
ec7517f68,0,0,1
3304185a1,0,0,1
d7dc2efde,0,0,1
25560b530,0,0,0
59b224cc9,0,0,1
32ef0472e,0,0,0
51022a643,0,0,1
4f7aa1d3c,0,0,1
8b63e1b21,0,0,1
7395053bc,0,0,1
700de2c49,1,0,1
d39c87657,0,0,1
6dcbe818e,0,0,1
88030e16e,0,0,1
694caa813,0,0,1
4eb61ccb3,0,0,1
99558286a,1,0,1
d9033fea0,0,0,1
8e0c995a9,0,0,1
eb8620132,0,0,1
b279ec774,0,0,1
261cbe336,1,0,1
e02b6a2d4,0,0,0
c12b5f5de,0,0,1
7f8955f6a,0,0,1
9809485bb,0,0,1
9397426ea,0,0,1
865e968b4,0,0,1
7a25c5a12,0,0,1
cb9cffdff,0,0,1
b8d07c37b,1,0,1
f0ac69be1,0,0,1
80f8877f8,0,0,1
0eaa9f888,0,0,1
11960b9ed,0,0,1
9d24c695e,0,0,1
90e1edc71,0,0,1
3c273e42f,0,0,1
9dd9f107d,0,0,1
58fe1756c,0,0,1
ebbf04d10,0,0,1
2b4b4e40c,0,0,1
e7fbd95a9,0,0,1
30dbb2e50,0,0,1
1d46f1061,0,0,1
71c3f9254,0,0,1
3d181b3c6,0,0,1
3536e1efd,0,0,1
de993d8ad,0,0,1
f8233b736,0,0,1
76e071fcb,0,0,0
d8c1859cb,0,0,1
9ef475fbe,0,0,1
2ea365a6f,0,0,1
42e7de7c0,0,0,1
71ad8e81d,0,0,1
7ca780c35,1,0,1
c039154f9,0,0,1
eea0cb464,0,0,0
09c629b05,0,0,0
4be73c550,0,0,1
4683d863b,0,0,1
ff05d4438,0,0,1
6d8793638,0,0,1
79b514f79,1,0,1
9102809eb,0,0,1
4e7a22c99,1,0,1
8c36b62a9,0,0,1
5bda8f113,0,0,1
943e9242f,0,0,1
6d59be88d,1,0,1
181fb7dae,0,0,1
0ce98d199,1,0,1
1aef9fc86,0,0,1
b386bb45c,0,0,1
b7fa5b815,0,0,1
070faf086,0,0,1
36a216956,0,0,1
ae524a36a,0,0,1
391e0cefd,0,0,1
a0ece637e,0,0,1
9eb042155,0,0,0
c9646e275,0,0,1
7d2fe6bb6,1,0,1
154d24447,0,0,1
9e0b14cf6,0,0,1
80fcac43d,0,0,1
a2b42f2e5,0,0,1
ba8d53f1e,0,0,1
d23a8d771,0,0,1
3697f94e1,1,0,1
0baab7556,1,0,1
6f85ce1a9,0,0,1
f24991ef7,0,0,1
9c263fbc4,1,0,1
a0cc9df12,0,0,1
e825b8b9f,0,0,1
c4feb7269,0,0,1
14357e2ed,0,0,1
056437112,1,0,1
abc69ab7f,0,0,1
4137d96a2,0,0,1
dd5797b7f,1,0,1
59d4947b6,0,0,1
28c005011,0,0,1
3f5f5782f,0,0,1
dc0ee2c73,0,0,1
124f45c2b,1,0,1
8908c9d99,0,0,0
8f21fee9f,0,0,1
bcf13ec9d,0,0,1
0f3434f36,0,0,1
311479c63,0,0,0
0b57ed86a,0,0,1
2d33077f2,1,0,1
a372e8416,0,0,1
084e4c05b,0,0,0
842528c2a,0,0,1
96a1bce27,1,0,1
99ba1c605,0,0,1
d2dd62cf2,0,0,1
53549acd2,0,0,1
f981112a8,0,0,1
53d6d37c8,0,0,1
8edfea832,0,0,0
d83aa1f02,0,0,1
9e27976e9,0,0,1
dbaacc7e8,0,0,1
3a67f200f,0,0,1
c93c0faa3,0,0,1
c9439e71b,0,0,0
4f502df1a,0,0,1
9725bf4d2,0,0,1
53bcfd67d,0,0,1
949cb7ee9,0,0,1
a58d8080b,0,0,1
855de7c89,0,0,1
796774834,0,0,1
db635ae93,0,0,1
11f062cb4,0,0,1
137916924,0,0,1
f0885aa00,0,0,1
c7901e98d,0,0,1
30e66b835,0,0,1
55f34f8f5,0,0,1
1bd200942,0,0,1
f310c42f2,0,0,1
7acaea66e,0,0,1
5afe2ebbc,0,0,1
747359fcb,0,0,1
ff7ff0f3c,0,0,1
f62e604d6,0,0,1
64568c4a6,0,0,1
67221a8f8,0,0,1
2082ad764,0,0,1
8960dc21e,0,0,1
d7c661670,0,0,1
caf3220f8,1,0,1
a72a34bdf,0,0,1
8af4db3f3,0,0,0
0b59a57ff,0,0,1
2d837689d,0,0,1
da5ae6aa9,0,0,1
cc8bf5e79,0,0,1
06ecc204f,0,0,0
b022c1924,0,0,1
4a8caef08,0,0,1
c547fc4f7,0,0,1
dfa8ac290,0,0,1
642a88a93,0,0,1
5f2edae7c,0,0,1
a22c43e29,0,0,1
edf6a5240,0,0,1
92c2878db,1,0,1
d8fceeb86,0,0,1
d0b61aedc,0,0,1
89af60ff3,1,0,1
62b2ac9fd,0,0,1
bd5ac00df,0,0,1
7e87938c3,0,0,1
2db6c996b,0,0,1
e79f310db,0,0,1
f7af4ce3d,0,0,1
eea72fce5,0,0,1
9b1241ef0,0,0,1
102482c40,1,0,1
7d028bdea,0,0,0
c6556750a,0,0,1
defc7be05,0,0,1
209e4f717,1,0,1
14ae60869,0,0,1
303ecdb58,0,0,1
4463deb9a,0,0,1
502c3e7ae,0,0,1
4c1a9d86f,0,0,1
8c17f26c4,0,0,1
d9a014dbb,0,0,1
f195c540d,0,0,1
d33c9174f,0,0,1
7ddc32b12,0,0,1
3e4f81782,0,0,1
e53cf2373,0,0,1
93c9866b0,0,0,1
f2755d8bf,0,0,1
1727cfc45,0,0,1
cad137e83,0,0,1
0e8c2a1aa,0,0,1
b8d244dd5,0,0,1
4e00cd0ac,0,0,1
fd6c93d05,0,0,1
8563bddec,1,0,1
2acc0a068,0,0,1
b5033c917,0,0,1
f3b4e3f5c,0,0,1
80ae0a34f,0,0,1
ca144ac2a,0,0,1
dd8817ccb,0,0,1
b612d6ba3,0,0,1
c517992c8,0,0,1
661bcb904,0,0,1
d6e342121,0,0,1
8415aff49,0,0,1
d2be70a4c,0,0,1
e4253889f,0,0,1
c135c6b15,0,0,1
eefb8d885,0,0,1
545711134,0,0,1
133cc5f19,1,0,1
25ebacf03,0,0,1
982dce813,0,0,1
fe3e235e0,0,0,1
4e01721aa,1,0,1
0b01864e2,0,0,0
b90e6ec69,1,0,1
4298e4c15,0,0,1
0b942f000,0,0,1
bbff353ce,0,0,1
4a0cda147,0,0,1
fbed8fc1a,0,0,1
7a54b760e,0,0,0
4c5dd1f7c,0,0,1
7be394a98,0,0,1
87074d17f,0,0,1
2502292c8,0,0,1
a578345c4,1,0,1
052b0ada8,0,0,1
529025eb8,0,0,1
3d3aef491,1,0,1
2b3fc0265,0,0,1
c37cd2095,0,0,1
d075365c0,0,0,1
a79fe858d,0,0,1
fd279ad95,0,0,1
c1ba2169b,0,0,0
36632f72b,0,0,1
9e380d9a2,0,0,1
d01e08ee2,0,0,1
fc4b199fa,0,0,1
b05a3ca1d,1,0,1
ed6684f3a,0,0,1
27bf3ae34,0,0,1
753654b70,0,0,1
3613869b2,0,0,1
cec359a78,0,0,1
ebcdfedd2,0,0,1
f39fef7c1,0,0,0
a4fb2d366,0,0,1
7f4fb6f7e,0,0,1
05935bf08,0,0,0
bd248bb10,0,0,1
6c5f1f0a3,0,0,1
d4c9eaede,1,0,1
ce788268c,0,0,1
bd30ea4fa,0,0,1
6dac572be,0,0,1
cdab9b66a,0,0,1
fb0180584,0,0,1
400cbe759,0,0,1
281e2d7e8,0,0,1
bf74b13ab,0,0,1
01ba4e94d,0,0,1
02d6020a9,0,0,1
bf12ff750,0,0,1
36ccd9729,0,0,0
12f9b8e6c,0,0,1
468cec390,0,0,1
b80b51bda,0,0,1
b2a23ac85,0,0,1
a92b06d0f,0,0,1
7af7d9cb6,0,0,1
99558ec92,0,0,1
4d20f6163,0,0,1
d6cfa5d4b,0,0,1
fc5e81c00,0,0,1
cb0309848,0,0,1
a72e084a4,0,0,0
5e390710c,0,0,1
056cc22d2,0,0,1
8ced67d36,0,0,1
81b5f684a,0,0,1
204a3b926,0,0,1
311ad9ac5,0,0,1
642ed14e6,0,0,1
640e18ef0,0,0,1
ab8386c6d,0,0,1
3f734b97c,0,0,1
4f5f178e6,0,0,1
c8be6ec3c,0,0,0
b63d76ef4,1,0,1
8435e081c,1,0,1
eca179f5f,0,0,1
9c580ca06,0,0,1
706c85343,0,0,1
73501589f,0,0,0
201d52dee,0,0,1
94fa9ff25,0,0,0
06bf9e676,0,0,1
4ccb3f896,0,0,0
281618ba5,0,0,1
515462e67,0,0,1
35f9818a7,0,0,1
260f532b1,0,0,0
e25d4dcb1,0,0,1
5c810c552,0,0,1
54c2d49bb,0,0,1
30dd541af,0,0,1
19dcd4753,0,0,1
3209cdc3c,0,0,1
e80386a28,0,0,0
9b980624e,0,0,1
6f3e5cbd8,0,0,1
b4f1bc76e,0,0,1
4669945ed,0,0,1
1b932e373,0,0,1
a0f88616c,0,0,1
b0c918c91,0,0,1
59e24567e,0,0,1
50361acf5,0,0,1
50e35cd70,0,0,1
7330b19a5,0,0,1
050277142,0,0,0
69262e404,0,0,1
a6fc65f2d,0,0,0
19f4d65b7,0,0,1
76288167b,0,0,1
f93283e0c,0,0,0
685cbaf7f,0,0,1
cdc958646,0,0,1
6be0a8fcd,0,0,1
151d50f53,0,0,1
a81084ff0,0,0,1
b82317efb,0,0,1
e0b6196d9,0,0,1
133a0db2c,0,0,1
c712cfd20,0,0,1
467614705,0,0,1
26848ac26,0,0,1
88ac92eed,0,0,1
9fa760b69,0,0,1
3a0e3b527,1,0,1
c6acce195,0,0,0
04e7d89c0,0,0,1
f1c49dd17,0,0,1
93f758039,0,0,1
ba58bb1a4,0,0,1
85b57bb1e,0,0,1
0bc3f09be,0,0,1
0f311b358,0,0,1
32148e0fc,0,0,1
da8d4a273,0,0,1
7d526090e,0,0,0
deeea2b65,0,0,1
c9ebb9992,0,0,0
085c9be4a,0,0,1
12380b365,0,0,1
4ce0b81f5,0,0,1
cc60d07c7,0,0,1
f03979157,0,0,1
3a4178fe9,0,0,1
355743336,0,0,1
97db95d21,0,0,1
e42dc215d,0,0,0
11ad894e6,0,0,1
2b5a3c81d,0,0,1
79d32926c,0,0,1
6029bf590,1,0,1
