PetID,MeanMetadataScore,MedianMetadataScore,MinMetadataScore,MaxMetadataScore,StdMetadataScore,RepresentsPet,RepresentsOther
8c131db77,0.0774905206365,0.06350944662500001,0.014534111515,0.194253429,0.05647076251495856,0.75,0.25
d765ae877,0.0894857352,0.06485234725,0.0259770155,0.286827,0.08021681718146083,1.0,0.0
8ce183889,0.09686171528333333,0.046913278166666676,0.013094512166666664,0.50101404,0.13988712308944898,0.0,1.0
9c0ddccc8,0.0700805216,0.0673159565,0.043127496,0.10463044,0.02431161044592839,1.0,0.0
f9df8656a,0.09371870665000001,0.0506201385,0.0130647453,0.29799281000000005,0.09431562989358173,0.8,0.2
f0ef9c777,0.0699172153,0.059038074,0.0184469555,0.166980335,0.046998427513883854,1.0,0.0
3181e5424,0.07789060115500002,0.0666228095,0.00588075155,0.16596212999999999,0.05215805331166729,1.0,0.0
9883a048e,0.06845757559599999,0.05085563409999999,0.024908661959999998,0.17072389799999999,0.043533824073266565,1.0,0.0
b0dec8779,0.07735411117966667,0.0449209559047619,0.010891333215714286,0.29482889685714286,0.0841169098485705,0.8571428571428571,0.14285714285714285
e8d0907ae,0.086228402,0.060229517200000006,0.022456903,0.22588904800000004,0.06504412477687224,0.0,1.0
e540c1ba5,0.0953370959,0.07010792499999999,0.021138951,0.24930097,0.06837890564020976,1.0,0.0
4a4db4d32,0.0660630872,0.037034220500000006,0.024805889,0.23189199,0.05975822453996369,1.0,0.0
98a98311c,0.09981313418,0.039725284,0.0031838894,0.5437479,0.15573618350169435,0.0,1.0
ef14861df,0.08368358153333333,0.06551555983333333,0.019831624666666665,0.25312223,0.0705546122797363,1.0,0.0
a9bc357f0,0.077645914,0.060128776,0.011319822,0.17010887,0.04635502454866976,1.0,0.0
aaf4a1439,0.062967137,0.062018616,0.030306112,0.10386504,0.021589545678367062,1.0,0.0
1e62e6022,0.09054329891599999,0.055174600500000004,0.013977565420000001,0.335862456,0.09671591519561558,0.4,0.6
4e797dcdd,0.08608296136666667,0.06131490266666667,0.02324773466666667,0.21868583666666666,0.06503384384198116,0.6666666666666666,0.3333333333333333
45d2ddcb8,0.0653961486808,0.050943647,0.020920766988,0.210203686,0.05592347993246488,0.8,0.2
259b10a3e,0.08064695820000002,0.055850364,0.007152262,0.2391462,0.06220468159170475,1.0,0.0
d2490c888,0.07859071397333334,0.06733922633333334,0.01612161566666667,0.21149344999999997,0.0557310023130037,0.0,1.0
2c93c0c11,0.07246389196666668,0.050236759666666665,0.0099170958,0.26754955333333336,0.0764229844379627,0.6666666666666666,0.3333333333333333
35593da00,0.08646483794040001,0.058054223599999996,0.013365332803999999,0.25572249,0.07644898909613278,1.0,0.0
4cc70e613,0.09392020699999999,0.095003405,0.027483843,0.14535369,0.039764852473991134,1.0,0.0
ff125cf8d,0.05995328436999999,0.0349653875,0.0035890017,0.22907753,0.06735721007500438,1.0,0.0
c30dd6e9a,0.07168574319,0.031475761,0.0048855012000000005,0.20595792000000002,0.06857791686924031,1.0,0.0
be9474b85,0.08186006512999999,0.063606361,0.0015299933,0.24020274,0.06559644259610453,1.0,0.0
815f4cc08,0.0901342777,0.04887643833333333,0.019846471,0.23813815333333332,0.07759459524478439,1.0,0.0
ec5069cf6,0.0973236846725,0.039478414875000006,0.008839849125,0.4240141475,0.12976402291541936,1.0,0.0
867308404,0.05553066181666666,0.05879657200000001,0.008502888466666667,0.10553155733333335,0.03148734733989034,1.0,0.0
e9df3ead7,0.0826606263,0.039958224,0.00783023825,0.279179355,0.08896525315468481,1.0,0.0
258667857,0.0923170862,0.054008227000000006,0.01942368,0.325686565,0.09433873012903282,1.0,0.0
fd3172797,0.06305854778090908,0.045424801645454545,0.011350931923636363,0.1900569952727273,0.052692655522747274,0.8181818181818182,0.18181818181818182
8df0bb3b3,0.08164718050483334,0.05997359347222221,0.018393290420555555,0.2222507045,0.06239697336034135,0.2222222222222222,0.7222222222222222
3d0752cd9,0.071049534236,0.029986653539999998,0.00685851796,0.301331514,0.09180560141174891,1.0,0.0
22051ab84,0.08826399136666667,0.07398225233333333,0.027859948333333332,0.22320040333333335,0.059784359685534666,0.6666666666666666,0.3333333333333333
573b3ec3d,,,,,,0.0,1.0
370fe2afb,0.07683074629749999,0.05900682408333333,0.015314441591666665,0.21177885916666664,0.05905302871821278,0.6666666666666666,0.3333333333333333
dd308e46b,0.09868952300000002,0.0631629665,0.010497147,0.32855725,0.09114018876840514,1.0,0.0
6a763a055,0.08986917235,0.052190164500000004,0.026753014,0.23024209499999998,0.07261962255681519,1.0,0.0
5e4154870,0.0708166222,0.05362865916666667,0.013117486999999999,0.19285542333333336,0.05388778949543351,1.0,0.0
a44d42407,0.09628015191666668,0.05228225616666667,0.015461793166666666,0.2960943933333333,0.08902632796498235,1.0,0.0
cc8401c02,0.07285659328333333,0.052016653,0.008004932833333332,0.251851,0.06609525298121706,1.0,0.0
0f24b6cd6,0.11111111052555556,0.042550948,2.765101e-05,0.45371723,0.152581034154053,1.0,0.0
49bb70e36,0.0968128287,0.060108709999999996,0.016320325,0.2503985,0.07803063056485632,1.0,0.0
43ddb2eb4,0.0965068875,0.058773641999999994,0.0141584165,0.32749649999999997,0.09340747081795356,0.5,0.5
dae92dd61,0.08952613323333332,0.069285453,0.025099592333333337,0.2496978333333333,0.0686184290638696,1.0,0.0
a6ac8884b,0.07240983349999999,0.0495048855,0.009832245,0.21485479,0.060680073249046715,1.0,0.0
60ce9e319,0.08805503673714285,0.05367845585714286,0.01707983222857143,0.2917642557142857,0.08438929234242994,1.0,0.0
5247209aa,0.061794365677500004,0.05221420575,0.001172723525,0.16900319000000003,0.054313802626846874,1.0,0.0
19b1f4263,0.09078060533999999,0.04576659983333333,0.008115464066666666,0.3270052866666667,0.10381757769931238,1.0,0.0
d50e11ec5,0.0741416711,0.057693305,0.023681896,0.21293597,0.056579016318262246,1.0,0.0
4407e70f3,0.09197328760500001,0.038523066999999994,0.0038480583000000002,0.36709927499999995,0.11173907539348621,1.0,0.0
27b6e5aca,0.08769531858999999,0.055827241125,0.0073848928999999995,0.308677775,0.08694418206126063,1.0,0.0
80ebea85c,0.09337332506525424,0.0654818044,0.015510720602033911,0.25319714600000004,0.080378214817268,0.4,0.6
1bf1f95ef,0.08947375599999999,0.076408775,0.022800276,0.21532892,0.05986179686555577,1.0,0.0
cdab8ba8e,0.08428464179,0.0604119056,0.020858308699999998,0.258451478,0.07196712075864556,1.0,0.0
b84dad49f,0.09485850496666666,0.07221345266666666,0.022608004666666667,0.26222326,0.07144494840664503,1.0,0.0
f0a2122d4,0.0742701841225,0.062174986375,0.01775819805,0.197600085,0.05710607497466094,1.0,0.0
1104fe6bb,0.09817907906000001,0.02705983025,0.00510026515,0.608638955,0.18276343099645315,1.0,0.0
46d88ca3e,0.08307391175,0.048056220749999996,0.011281550000000001,0.33572215,0.09697657777230184,1.0,0.0
b99d5d532,0.09453327281333335,0.044912110000000005,0.012149572533333333,0.30177715666666666,0.09607536455878053,1.0,0.0
2b6d08cba,,,,,,0.0,1.0
b9429dc85,0.105885996362,0.028959445625,0.0010799283575,0.4529824575,0.15524444539566024,1.0,0.0
c61f6507e,0.08628507699999999,0.06727363966666666,0.023505321333333332,0.22674647333333334,0.060841678367507895,0.3333333333333333,0.6666666666666666
e464fcd4b,0.0708715783875,0.056647142374999994,0.019250881124999997,0.1979203685,0.05094826405696263,1.0,0.0
86379f12f,0.0869925906,0.0668474785,0.003029891,0.23476952,0.06530301131958244,0.0,1.0
55fcdea2f,0.07582683915,0.04453725433333333,0.012401920166666669,0.2759410666666667,0.07772589870415583,1.0,0.0
392d3346e,0.07612245343250001,0.06489553525,0.017413023075,0.17971798,0.04831298069743877,0.75,0.25
33db028cb,0.0796208712,0.062289236,0.018149892,0.18944524,0.05204489070027405,1.0,0.0
35c0c3aca,0.08271922313116667,0.04696858849999999,0.016077563195,0.315521695,0.08843550323931486,0.0,1.0
d080818c3,0.08498026855,0.047688921,0.008705237333333334,0.3543650966666667,0.10254779197570836,1.0,0.0
6f0cb510a,0.0863717626,0.06218567266666667,0.014639778333333334,0.24993429666666667,0.0697295114376676,1.0,0.0
61ac3c78c,0.0858294435,0.0484966095,0.022324594,0.3145815,0.08767024474362403,1.0,0.0
368b2adc1,0.09866364593251352,0.026513822700000002,0.005736352606948644,0.39612288,0.13911314233218636,0.8,0.2
2e4c1faf7,0.09702120458333334,0.06381607133333334,0.015823905733333334,0.37319124666666664,0.10908437311133919,1.0,0.0
a85a1c8c3,0.08354958030333333,0.05496121316666667,0.008862157033333333,0.29485697,0.08260100516325287,1.0,0.0
25c7d6c3b,0.090008510775,0.0421377806875,0.0143712969,0.3695828975,0.11035577692395084,1.0,0.0
0b819602d,0.09446034149999999,0.07680893,0.0336654025,0.224820205,0.061973360511445634,1.0,0.0
4c594983d,0.09356734108,0.0673773189,0.025210434999999996,0.26543949,0.08110994594404855,0.8,0.2
05f99fc56,0.096294514175,0.038287226875,0.01010073375,0.4226679925,0.12837250537367512,1.0,0.0
1dfadc371,0.06419330159999999,0.0466599965,0.021172855,0.17471588,0.04329865400586512,1.0,0.0
6d9b202c9,0.0848898472157,0.059213489499999994,0.015193474646999999,0.2603306514,0.07590074399961974,0.6,0.4
54791dc58,0.07360284893333334,0.04369258483333333,0.012839527999999998,0.26727769166666665,0.07477182740335837,0.6666666666666666,0.3333333333333333
b36616178,0.07932636050428572,0.042743433571428575,0.014983129142857142,0.30229875285714286,0.08782181726983591,0.8571428571428571,0.14285714285714285
2ac4dd8c2,0.0936342473,0.06000719080000001,0.017306906,0.321414446,0.09368891796966963,1.0,0.0
29f54c6ff,0.0994409938405,0.0213443648,0.0027138415174999997,0.42479081500000004,0.14308200176588487,0.5,0.5
48b418070,0.08996430889999998,0.0614183105,0.026228343,0.28528376499999997,0.07860339400884708,0.5,0.5
c7eac7b01,0.088862372934,0.048297213000000006,0.014075802160000001,0.298063762,0.09376170087073393,1.0,0.0
8e0d65b3e,0.08834235160000001,0.066428708,0.04433851,0.30742377,0.07487082977530295,1.0,0.0
9a34ddc8b,0.08546661375,0.053619728000000005,0.0125938865,0.26051612,0.07264213456356973,1.0,0.0
ff9f62e79,0.09415556656,0.045356699833333326,0.018295761533333333,0.4216332633333333,0.12000783007678488,1.0,0.0
4a6ee5d02,0.089447126475,0.06816621375000001,0.00909841975,0.25593491,0.07765588487794048,1.0,0.0
474bccd75,0.07902005674999998,0.05945383925,0.038928179,0.16752266,0.04107504983604387,1.0,0.0
e4abb93bf,0.09318916184999998,0.055978024,0.023698639,0.39956249999999993,0.10677258460053754,0.5,0.5
120805f93,0.0895863438,0.06701686425,0.025622014999999998,0.19286893,0.05379260707077346,1.0,0.0
2acf3fdce,0.09763625388181499,0.020866832175,0.00052317509635,0.65344022,0.19786385553504549,1.0,0.0
e1ecc1b26,0.083397938605,0.05782786216666667,0.01957016371666667,0.25028627,0.06979971001338246,1.0,0.0
a8cdba660,0.08166251107454546,0.05756813336363637,0.017980422927272727,0.24308309636363637,0.06918088451970748,0.45454545454545453,0.5454545454545454
9bcd62ef1,0.08721890105,0.053718507124999995,0.02220070425,0.2684410925,0.07708746639215727,0.0,1.0
c3f2f166d,0.09596630710000001,0.085244265,0.010513609,0.24197933,0.07669487302143237,0.0,1.0
687e9c33c,0.06753603259999999,0.061398257,0.031113675,0.15440051,0.03387679916524929,1.0,0.0
bb5f471dd,0.09424491330000001,0.05139677,0.020264281,0.28456676,0.0854292633902031,1.0,0.0
0aaf6976a,0.09772494080076924,0.04553712142307693,0.01044110526923077,0.36261051230769237,0.11549636449407444,0.9230769230769231,0.07692307692307693
45600eaab,0.08104579690000001,0.06499894499999999,0.018222269333333336,0.22377078866666666,0.0640569979731042,1.0,0.0
dcba09ff1,0.09440400528599999,0.059425379199999996,0.02006438346,0.357059052,0.10160079440397221,0.6,0.4
d7f938acd,0.0804556364785,0.06649239112500001,0.018841318859999998,0.2258720125,0.06386340569931423,0.75,0.25
ea11b6f12,0.08762980841333334,0.0708307125,0.026866850799999998,0.25361756333333335,0.0655530933598267,0.6666666666666666,0.3333333333333333
3332eb59c,0.08817974191400002,0.05491016280000001,0.00881346482,0.317138476,0.09191543406110983,1.0,0.0
b3e19ff68,,,,,,0.0,1.0
594e3dc3f,0.0816381608,0.08403708500000001,0.020517785,0.16684258,0.039309546307291755,1.0,0.0
fbb112b7e,0.07330813411975,0.044383836962500006,0.0021437952975,0.26168456,0.0848489247898965,1.0,0.0
d14d62508,0.08645320935,0.080424865,0.0215849995,0.16286792500000002,0.04174937473631701,1.0,0.0
5de61cf6b,0.0936395457,0.06563168866666667,0.018297137333333335,0.26828054333333334,0.07770652710594005,1.0,0.0
b9590d4de,0.09002615611,0.0758403825,0.0009511051,0.25607875,0.06844442125733707,1.0,0.0
747c82f83,0.07798005770022222,0.04984222977777778,0.014027482113333331,0.27064036155555554,0.07390701879983158,0.7777777777777778,0.2222222222222222
3004c3401,0.06861584548333334,0.05533086416666666,0.0036337810000000004,0.1924691133333333,0.05542692155229271,1.0,0.0
c737c30d7,0.0984977756,0.016964332999999998,0.004459703,0.6930531,0.20194364377675905,1.0,0.0
03b0568b3,0.07373961471,0.041506239099999995,0.0067274259,0.272618346,0.07923129376750657,0.4,0.6
987baa1c7,0.084390407725,0.058731095750000004,0.014666093,0.23771704249999998,0.07148305513759921,1.0,0.0
70b3d1f9c,0.08349271170000001,0.06487725250000001,0.019708954,0.17110412,0.05141138537286913,1.0,0.0
27456ec0f,0.08886470196500001,0.04932391475,0.013865940975000001,0.4091546375,0.11636468423771684,1.0,0.0
5c28a8cec,0.06058239396666667,0.0585060205,0.041200957,0.08945832466666666,0.015609664430130616,1.0,0.0
2c8ae4c7e,0.0823233824,0.058089983,0.021516044,0.24210195,0.06606372020252821,0.0,1.0
cd7bea671,0.09010011025000002,0.05696377933333333,0.015400527166666666,0.30648933666666667,0.087491154326782,0.0,1.0
7bda94ad0,0.080778139878,0.061390876250000004,0.01221117541,0.25747504600000004,0.07360270008225778,1.0,0.0
ab4b4681b,0.090226476675,0.047549876874999994,0.01968556725,0.35524512249999995,0.10080247286889865,1.0,0.0
aa189a931,0.09408369999999999,0.0765103255,0.032929184,0.2052365,0.05591132728081326,1.0,0.0
d0bc14f47,0.0938498812785,0.056031344000000004,0.012313922785,0.317981885,0.09181832738737214,1.0,0.0
eab8c8c03,,,,,,0.0,1.0
3b4a987ba,0.07077622132333333,0.039464013166666666,0.011323227,0.26904484666666667,0.07732517333715512,0.6666666666666666,0.3333333333333333
1bbb46822,0.08758488105,0.0198435595,0.0048686755,0.5290632,0.15344985193055583,1.0,0.0
5c546c236,0.0805585303,0.043749328500000004,0.023723394,0.27158183,0.07678333165969471,1.0,0.0
702bee848,0.09524532704000001,0.052546910300000006,0.0137759783,0.36176098400000006,0.1056113206642586,0.0,1.0
66757255c,0.0857561411,0.07830245250000001,0.0261886,0.1813883,0.048907754614064144,1.0,0.0
0b0f596b5,0.08818918224999998,0.055318864625000005,0.02632103575,0.345120615,0.09087458649729065,1.0,0.0
938bcf142,0.08113545515000001,0.06409046625,0.033515717,0.17661002,0.04372573683113755,1.0,0.0
bea72e6c5,0.07832433846979166,0.05370847683333333,0.012519369835416669,0.22788367208333335,0.066240256719873,0.7083333333333334,0.2916666666666667
52e555a3a,0.08221839623333334,0.04973110483333334,0.017167317666666668,0.30842813,0.08516751685609292,1.0,0.0
3998bcfec,0.0471565404,0.046579735,0.013113977,0.07626094,0.019195275833933694,1.0,0.0
e62e5aa26,0.08244161686166668,0.060708562,0.014144695280000001,0.23587804000000004,0.06818418840878324,1.0,0.0
933e0a3e8,0.0911543339925,0.03224071515,0.008628642825,0.5176969675,0.14947784512550508,0.75,0.25
1eb8a0278,0.09204000525,0.06329305333333334,0.015290351,0.3048122833333334,0.08913761377481061,0.3333333333333333,0.6666666666666666
d5df16a32,0.091402151764,0.0689289418,0.00909604424,0.266305048,0.08403963832295883,1.0,0.0
06296e4e2,0.071444661355,0.04621419425,0.01092488475,0.2315115673333333,0.06781693259935655,0.8333333333333334,0.0
207d61997,0.072123872315625,0.056026516375,0.00757648895625,0.20429955625000001,0.05653684799841956,1.0,0.0
38a81271c,0.08602435311000001,0.0728432833,0.0181126113,0.223469172,0.0646605662627997,1.0,0.0
65d10be4d,0.09591351244666667,0.057221927166666665,0.010557221133333334,0.31185050000000003,0.09798561666272099,0.0,1.0
c7b468b32,0.05969137579999999,0.052674322499999995,0.03217999,0.10915839,0.02627275079028943,1.0,0.0
6df350974,0.079735085513,0.04665756438888889,0.015598424063333335,0.2970048788888889,0.0848001043824749,0.8888888888888888,0.1111111111111111
249112486,0.07798919699999998,0.056549735500000003,0.029584745,0.2092971,0.053494497206821916,1.0,0.0
8f85e69ee,0.08556703399500001,0.0559414940625,0.01147380485,0.29232352500000003,0.08843947591216356,1.0,0.0
b243b8e93,0.05893423186,0.041190716700000005,0.00616356366,0.176049556,0.05391665139713714,0.4,0.6
89523a695,0.093427661365,0.04983909775,0.01005327115,0.32863853,0.09656430404466969,1.0,0.0
4f0eacbdd,0.09869247678,0.055510912125,0.0138576753,0.29837821625,0.09389698803292042,1.0,0.0
b5fcc079e,0.07681153076200001,0.059854439399999994,0.01820706614,0.21347529199999998,0.05615865279736295,1.0,0.0
53976b229,0.072331874212,0.048633777583333336,0.017216305586666668,0.19320957500000002,0.057312289818862834,0.8333333333333334,0.16666666666666666
f4ed1a08e,0.089645659475,0.0396384185,0.0030369335999999997,0.384380435,0.11926602843892066,0.5,0.5
2f3227612,0.08575127184,0.0609219643,0.01467580926,0.237558812,0.06993114284896988,0.8,0.2
ba66a7a82,0.0956254445,0.037266577499999995,0.0075137275,0.2918736,0.09784551740167793,1.0,0.0
d4e83ee5b,0.07259274390375,0.0601784360625,0.01742739475,0.20704266249999997,0.05319704693545764,0.75,0.25
00a1f270a,0.09552818650999999,0.045253873900000005,0.0090875803,0.32056565200000003,0.1055648076398736,1.0,0.0
74e316be1,0.07930912562,0.061294862,0.022556455700000002,0.2151813,0.05732185218708023,1.0,0.0
039509c40,0.092693567355,0.045635237125,0.011148233175,0.48189747499999996,0.14008831787294157,0.25,0.75
eeb60466e,0.09298391570400001,0.0635575342,0.02273177864,0.32938427800000003,0.09132863648544524,0.2,0.8
c6cdbebfa,0.09190596413666667,0.04258009133333334,0.016390876566666667,0.41370520000000005,0.11716418463615168,1.0,0.0
82137b39f,0.09364276228611841,0.03184675893333333,0.00028701537106138,0.36841669000000005,0.11752851105663209,0.3333333333333333,0.6666666666666666
28b64c198,0.09689563285599999,0.0630501636,0.01557428026,0.274946142,0.08386251892964802,1.0,0.0
f70251906,0.07572412315199999,0.0546888843,0.02189786972,0.21986241099999998,0.055957395975288836,0.2,0.8
9d76ed82f,0.09158804610799999,0.04278131516666667,0.01824009858,0.50086829,0.14049945883643625,1.0,0.0
e83f846eb,0.08438944045,0.07060757825,0.030296079166666667,0.18630561833333334,0.050242539270252275,1.0,0.0
60b9421cc,0.0908061289,0.074262673,0.027367178,0.31248304,0.07922414528019343,1.0,0.0
72a7cb335,0.063105103961,0.05379002678571428,0.006561910852857142,0.18008597714285715,0.05320663216444073,1.0,0.0
0bd4aed6b,,,,,,0.0,1.0
ae03f99f2,0.09686976997600001,0.036298755599999996,0.00958256662,0.43897779000000003,0.1332025511386975,0.6,0.4
5a1010bca,0.09880438408019834,0.052473361749999996,0.0027392876519835,0.377930255,0.11604579290162732,1.0,0.0
6a5c652b5,0.0913591192,0.0532026065,0.019063825,0.36502966,0.09964731091914088,1.0,0.0
040771e8e,,,,,,0.0,1.0
706a9cd5c,0.06905761699999999,0.0462441985,0.00050538,0.18248019,0.0611441363627943,1.0,0.0
62550cf78,0.08576765033333333,0.05224116633333333,0.019818199999999998,0.2795989466666666,0.08004926426387154,1.0,0.0
701c5afba,0.0681320826,0.0403515175,0.008997317,0.26817137,0.074276834209962,1.0,0.0
d0fcfeb0f,0.0822551650102,0.0372168066,0.002784813302,0.30983192,0.0974666622561017,1.0,0.0
7bce76c66,0.09368134379,0.044136370333333334,0.0096679759,0.4105491766666667,0.11889034806351205,0.3333333333333333,0.6666666666666666
3b0b88ac2,0.08110686341333334,0.05101681833333333,0.013328207466666665,0.2764851,0.07403919230959383,0.3333333333333333,0.6666666666666666
a88d34ee3,0.09593789365,0.07684411399999999,0.011699632,0.2552728,0.0744923198967585,0.5,0.5
061378b30,0.06073331208,0.043461362749999996,0.0034570322999999997,0.29901942000000004,0.08176932242730134,1.0,0.0
fc1457818,0.087539692676,0.0756151135,0.02389013436,0.19093195599999999,0.05168423711958801,1.0,0.0
a27f0cc49,0.09919620345913768,0.029214636937500003,0.0032836258268602895,0.525266445,0.1633448698093346,0.5,0.5
728c78b39,0.09700837195899999,0.03407569083333333,0.007661169756666667,0.5087876933333333,0.14735826156991616,1.0,0.0
6c054c4ef,0.099930022223,0.0083936246,0.00028239712,0.85970587,0.2540068195264099,1.0,0.0
d5b9e0322,0.08253948745859582,0.056338294224999995,0.01898068311720834,0.30417272625,0.08311853818756541,0.875,0.125
a2dc697f6,0.08907447125666668,0.049042632083333336,0.015738460566666668,0.3070615783333333,0.0938783599465563,0.6666666666666666,0.3333333333333333
b04b200fa,0.1167491584852991,0.030463787000000003,0.0044298850552500005,0.495544575,0.16977173661314565,1.0,0.0
be7b65c23,0.08423687651111111,0.06786448133333334,0.024255404111111115,0.19792195444444444,0.05618091892407399,0.0,1.0
e37f4aa07,0.08633482519999999,0.049020098,0.02034559,0.28728372,0.08303912966469014,1.0,0.0
