PetID,NumberOfSentences,SentimentMean,SentimentMedian,SentimentStd,SentimentMax,SentimentMin
efbf1703a,1.0,0.0,0.0,,0.0,0.0
7843a9dca,2.0,0.25,0.25,0.3535533905932738,0.5,0.0
d341fbfd6,6.0,0.18333333333333335,0.05,0.27868739954771304,0.7,0.0
1a76190c5,4.0,0.35000000000000003,0.35,0.5322906474223771,0.9,-0.2
edb920079,,,,,,
543130f60,5.0,0.42000000000000004,0.7,0.6723094525588644,0.9,-0.7
9415bc79e,5.0,0.58,0.6,0.2774887385102322,0.9,0.3
4c6fe4100,1.0,0.0,0.0,,0.0,0.0
0737e4f11,1.0,0.0,0.0,,0.0,0.0
61fa73996,2.0,0.05,0.05,0.07071067811865477,0.1,0.0
eabb13cea,,,,,,
deff069a2,6.0,0.38333333333333336,0.4,0.4490731195102493,0.9,-0.3
4e3640544,1.0,0.9,0.9,,0.9,0.9
ace21b6b1,12.0,0.07500000000000002,0.0,0.45949577107560374,0.9,-0.6
8ee223a17,1.0,0.8,0.8,,0.8,0.8
9a38d4275,5.0,0.16,0.0,0.6693280212272605,0.8,-0.8
671ffc570,3.0,0.5333333333333333,0.7,0.47258156262526085,0.9,0.0
aece6e7bf,1.0,0.9,0.9,,0.9,0.9
c1e816568,5.0,0.12,0.0,0.2683281572999748,0.6,0.0
22f6c0ac6,9.0,0.2777777777777778,0.1,0.3345809983314122,0.8,0.0
ea159d8da,4.0,0.425,0.5,0.5188127472091127,0.9,-0.2
af1035c81,4.0,0.35,0.35,0.3511884584284246,0.7,0.0
0d25f084f,8.0,0.10000000000000002,0.1,0.3927922024247863,0.8,-0.6
6fecc5cf7,5.0,0.1,0.0,0.23452078799117151,0.5,-0.1
7fe8ef73d,1.0,0.8,0.8,,0.8,0.8
015c75c9e,5.0,0.059999999999999984,0.0,0.35777087639996635,0.6,-0.4
9609a0b86,14.0,0.16428571428571428,0.0,0.3629094883070663,0.9,-0.5
c740abfe1,5.0,0.24,-0.1,0.5594640292279746,0.9,-0.2
f6551137d,2.0,0.9,0.9,0.0,0.9,0.9
8c131db77,4.0,0.45,0.5,0.34156502553198664,0.8,0.0
d765ae877,1.0,0.9,0.9,,0.9,0.9
8ce183889,3.0,0.43333333333333335,0.4,0.4509249752822894,0.9,0.0
9c0ddccc8,1.0,0.2,0.2,,0.2,0.2
f9df8656a,5.0,0.06,0.0,0.1341640786499874,0.3,0.0
f0ef9c777,9.0,0.26666666666666666,0.3,0.48733971724044817,0.9,-0.7
3181e5424,6.0,-0.18333333333333332,-0.15,0.3430257521916782,0.3,-0.6
9883a048e,3.0,0.06666666666666667,0.2,0.6110100926607787,0.6,-0.6
b0dec8779,13.0,0.06923076923076922,0.0,0.2250356097177192,0.5,-0.5
e8d0907ae,2.0,-0.09999999999999999,-0.09999999999999999,0.28284271247461906,0.1,-0.3
e540c1ba5,1.0,0.9,0.9,,0.9,0.9
4a4db4d32,4.0,0.7,0.75,0.21602468994692867,0.9,0.4
98a98311c,5.0,0.18000000000000002,0.0,0.4764451699828638,0.9,-0.3
ef14861df,3.0,0.7000000000000001,0.7,0.2,0.9,0.5
a9bc357f0,3.0,0.5,0.7,0.5291502622129182,0.9,-0.1
aaf4a1439,1.0,0.0,0.0,,0.0,0.0
1e62e6022,6.0,0.15,0.05,0.19748417658131498,0.4,0.0
4e797dcdd,3.0,-0.033333333333333326,0.0,0.4509249752822895,0.4,-0.5
45d2ddcb8,29.0,0.08965517241379312,0.1,0.26504019585474053,0.7,-0.3
259b10a3e,3.0,0.4000000000000001,0.2,0.43588989435406733,0.9,0.1
d2490c888,11.0,0.14545454545454548,0.2,0.4676828762390951,0.9,-0.7
2c93c0c11,2.0,0.35,0.35,0.49497474683058323,0.7,0.0
35593da00,1.0,0.0,0.0,,0.0,0.0
4cc70e613,2.0,-0.050000000000000044,-0.050000000000000044,1.0606601717798212,0.7,-0.8
ff125cf8d,5.0,0.18,0.0,0.2683281572999748,0.6,0.0
c30dd6e9a,5.0,0.32,0.2,0.42071367935925263,0.9,-0.1
be9474b85,2.0,0.6,0.6,0.42426406871192857,0.9,0.3
815f4cc08,2.0,0.7,0.7,0.28284271247461906,0.9,0.5
ec5069cf6,1.0,0.8,0.8,,0.8,0.8
867308404,1.0,0.9,0.9,,0.9,0.9
e9df3ead7,3.0,0.3333333333333333,0.2,0.4163331998932266,0.8,0.0
258667857,3.0,0.19999999999999998,0.2,0.5,0.7,-0.3
fd3172797,20.0,0.04000000000000001,0.0,0.5123732192352306,0.9,-0.9
8df0bb3b3,9.0,0.3666666666666667,0.3,0.49749371855331,0.9,-0.4
3d0752cd9,5.0,0.16000000000000006,0.2,0.7092249290598858,0.9,-0.7
22051ab84,6.0,0.15,-0.05,0.4847679857416329,0.9,-0.3
573b3ec3d,2.0,0.2,0.2,0.0,0.2,0.2
370fe2afb,,,,,,
dd308e46b,1.0,-0.2,-0.2,,-0.2,-0.2
6a763a055,4.0,0.05,0.05,0.05773502691896258,0.1,0.0
5e4154870,,,,,,
a44d42407,3.0,0.39999999999999997,0.3,0.458257569495584,0.9,0.0
cc8401c02,3.0,0.0,0.0,0.0,0.0,0.0
0f24b6cd6,1.0,0.1,0.1,,0.1,0.1
49bb70e36,5.0,0.08,0.0,0.363318042491699,0.6,-0.4
43ddb2eb4,7.0,0.38571428571428573,0.3,0.4259443290250164,0.9,-0.2
dae92dd61,4.0,0.6000000000000001,0.75,0.408248290463863,0.9,0.0
a6ac8884b,1.0,0.0,0.0,,0.0,0.0
60ce9e319,9.0,0.3222222222222222,0.4,0.4576510072581993,0.7,-0.7
5247209aa,1.0,0.9,0.9,,0.9,0.9
19b1f4263,4.0,0.075,0.0,0.15,0.3,0.0
d50e11ec5,3.0,0.39999999999999997,0.7,0.5196152422706631,0.7,-0.2
4407e70f3,4.0,0.5750000000000001,0.65,0.39475730941090037,0.9,0.1
27b6e5aca,2.0,0.5,0.5,0.5656854249492381,0.9,0.1
80ebea85c,5.0,0.06,0.0,0.3286335345030997,0.6,-0.3
1bf1f95ef,,,,,,
cdab8ba8e,30.0,0.17333333333333337,0.05,0.4870271063286422,0.9,-0.7
b84dad49f,13.0,-0.015384615384615406,0.0,0.468768162041312,0.8,-0.9
f0a2122d4,2.0,0.45,0.45,0.6363961030678927,0.9,0.0
1104fe6bb,7.0,0.41428571428571426,0.5,0.38913824205360675,0.9,-0.1
46d88ca3e,7.0,0.31428571428571433,0.1,0.43752550946038726,0.9,-0.1
b99d5d532,1.0,0.9,0.9,,0.9,0.9
2b6d08cba,4.0,0.325,0.35000000000000003,0.613052471924984,0.9,-0.3
b9429dc85,,,,,,
c61f6507e,4.0,0.375,0.5,0.5315072906367325,0.8,-0.3
e464fcd4b,15.0,0.4266666666666667,0.6,0.4605379876787995,0.9,-0.4
86379f12f,14.0,0.22142857142857145,0.15000000000000002,0.349017459181037,0.9,-0.5
55fcdea2f,4.0,-0.05,-0.04999999999999999,0.3511884584284246,0.3,-0.4
392d3346e,6.0,0.21666666666666665,0.1,0.49159604012508745,0.9,-0.4
33db028cb,5.0,0.24000000000000005,0.0,0.3577708763999664,0.8,0.0
35c0c3aca,3.0,0.4333333333333333,0.6,0.37859388972001823,0.7,0.0
d080818c3,3.0,0.26666666666666666,0.2,0.40414518843273806,0.7,-0.1
6f0cb510a,4.0,0.30000000000000004,0.2,0.38297084310253526,0.8,0.0
61ac3c78c,1.0,0.9,0.9,,0.9,0.9
368b2adc1,12.0,0.34166666666666673,0.15000000000000002,0.35791906991114714,0.9,0.0
2e4c1faf7,,,,,,
a85a1c8c3,3.0,0.6333333333333333,0.7,0.11547005383792512,0.7,0.5
25c7d6c3b,3.0,0.8666666666666667,0.9,0.05773502691896256,0.9,0.8
0b819602d,2.0,0.45,0.45,0.4949747468305833,0.8,0.1
4c594983d,16.0,0.13125,0.0,0.42539197610360885,0.9,-0.6
05f99fc56,3.0,0.6666666666666666,0.8,0.32145502536643183,0.9,0.3
1dfadc371,6.0,0.45,0.55,0.5009990019950139,0.9,-0.4
6d9b202c9,4.0,0.025,0.05,0.25,0.3,-0.3
54791dc58,4.0,0.35000000000000003,0.25,0.3109126351029605,0.8,0.1
b36616178,1.0,0.1,0.1,,0.1,0.1
2ac4dd8c2,10.0,0.22000000000000003,0.30000000000000004,0.46619023298792234,0.8,-0.6
29f54c6ff,18.0,0.22222222222222227,0.15000000000000002,0.4166470583621467,0.9,-0.5
48b418070,3.0,0.3333333333333333,0.5,0.2886751345948129,0.5,0.0
c7eac7b01,14.0,0.4428571428571428,0.4,0.3817254061682111,0.9,-0.2
8e0d65b3e,2.0,0.1,0.1,0.14142135623730953,0.2,0.0
9a34ddc8b,8.0,0.3125,0.1,0.5139135558215437,0.9,-0.4
ff9f62e79,7.0,0.18571428571428572,0.1,0.338765264987284,0.9,-0.1
4a6ee5d02,,,,,,
474bccd75,2.0,0.8,0.8,0.0,0.8,0.8
e4abb93bf,2.0,0.25,0.25,0.21213203435596428,0.4,0.1
120805f93,6.0,0.06666666666666667,0.0,0.19663841605003501,0.3,-0.2
2acf3fdce,1.0,0.7,0.7,,0.7,0.7
e1ecc1b26,9.0,0.1888888888888889,0.1,0.28480012484391776,0.8,-0.1
a8cdba660,4.0,0.07499999999999998,-0.05,0.35939764421413045,0.6,-0.2
9bcd62ef1,3.0,0.03333333333333335,0.3,0.5507570547286103,0.4,-0.6
c3f2f166d,7.0,0.042857142857142864,0.0,0.5318431562567509,0.9,-0.7
687e9c33c,3.0,-0.06666666666666667,-0.1,0.05773502691896258,0.0,-0.1
bb5f471dd,4.0,0.55,0.55,0.40414518843273806,0.9,0.2
0aaf6976a,33.0,0.2636363636363636,0.2,0.40219567829150477,0.9,-0.7
45600eaab,7.0,-0.014285714285714278,0.0,0.29680841985233186,0.4,-0.6
dcba09ff1,3.0,0.26666666666666666,0.1,0.37859388972001823,0.7,0.0
d7f938acd,7.0,-0.04285714285714286,0.0,0.2935821455580639,0.3,-0.6
ea11b6f12,6.0,0.11666666666666665,0.0,0.43089055068157,0.9,-0.4
3332eb59c,3.0,0.3666666666666667,0.2,0.3785938897200183,0.8,0.1
b3e19ff68,5.0,0.44000000000000006,0.6,0.461519230368573,0.9,-0.1
594e3dc3f,5.0,-0.04,0.0,0.08944271909999159,0.0,-0.2
fbb112b7e,2.0,0.75,0.75,0.07071067811865482,0.8,0.7
d14d62508,7.0,0.24285714285714283,0.4,0.5061526214398936,0.7,-0.8
5de61cf6b,2.0,0.65,0.65,0.3535533905932738,0.9,0.4
b9590d4de,1.0,0.8,0.8,,0.8,0.8
747c82f83,3.0,0.6,0.9,0.5196152422706632,0.9,0.0
3004c3401,5.0,0.32,0.2,0.32710854467592254,0.8,0.0
c737c30d7,7.0,0.4428571428571428,0.8,0.519156825558337,0.9,-0.3
03b0568b3,2.0,-0.3,-0.3,0.4242640687119285,0.0,-0.6
987baa1c7,7.0,0.32857142857142857,0.2,0.33022358947782493,0.9,0.0
70b3d1f9c,4.0,0.1,0.0,0.5291502622129182,0.8,-0.4
27456ec0f,4.0,0.35000000000000003,0.45,0.5446711546122731,0.8,-0.3
5c28a8cec,7.0,0.2857142857142857,0.1,0.43752550946038726,0.8,-0.3
2c8ae4c7e,7.0,-0.08571428571428573,-0.2,0.34364987719368983,0.5,-0.5
cd7bea671,2.0,0.55,0.55,0.4949747468305833,0.9,0.2
7bda94ad0,17.0,0.32941176470588235,0.5,0.4253890952445081,0.9,-0.4
ab4b4681b,1.0,0.8,0.8,,0.8,0.8
aa189a931,2.0,0.35,0.35,0.7778174593052023,0.9,-0.2
d0bc14f47,3.0,0.03333333333333333,0.0,0.05773502691896258,0.1,0.0
eab8c8c03,2.0,-0.15,-0.15,0.21213203435596426,0.0,-0.3
3b4a987ba,18.0,0.19444444444444442,0.25,0.5092927301339774,0.9,-0.8
1bbb46822,2.0,0.55,0.55,0.4949747468305833,0.9,0.2
5c546c236,2.0,0.45,0.45,0.6363961030678927,0.9,0.0
702bee848,9.0,0.23333333333333334,0.4,0.5361902647381804,0.8,-0.5
66757255c,5.0,0.6,0.7,0.25495097567963926,0.8,0.2
0b0f596b5,1.0,0.0,0.0,,0.0,0.0
938bcf142,6.0,0.5166666666666667,0.65,0.42622372841814743,0.9,0.0
bea72e6c5,7.0,0.2714285714285714,0.3,0.5023753102820165,0.9,-0.6
52e555a3a,4.0,0.35,0.45,0.6557438524302001,0.9,-0.4
3998bcfec,2.0,0.14999999999999997,0.14999999999999997,0.7778174593052023,0.7,-0.4
e62e5aa26,8.0,0.2125,0.0,0.41896982503005425,0.9,-0.2
933e0a3e8,10.0,0.28,0.35,0.40221608343995613,0.9,-0.4
1eb8a0278,3.0,0.26666666666666666,0.0,0.5507570547286103,0.9,-0.1
d5df16a32,15.0,0.2733333333333334,0.2,0.34942129027184093,0.9,-0.3
06296e4e2,7.0,0.2857142857142857,0.1,0.3933978962347216,0.9,0.0
207d61997,4.0,0.024999999999999994,0.0,0.45,0.6,-0.5
38a81271c,11.0,0.18181818181818182,0.1,0.6128918041843631,0.9,-0.8
65d10be4d,6.0,0.25,0.15000000000000002,0.5089204259999789,0.9,-0.4
c7b468b32,1.0,0.0,0.0,,0.0,0.0
6df350974,14.0,0.6142857142857142,0.7,0.3613162749578969,0.9,-0.3
249112486,5.0,0.0,0.0,0.14142135623730953,0.2,-0.2
8f85e69ee,8.0,0.375,0.45,0.4301162633521313,0.9,-0.5
b243b8e93,8.0,-0.2375,-0.35,0.49262416853882784,0.8,-0.8
89523a695,7.0,0.24285714285714285,0.4,0.3690399384761441,0.7,-0.4
4f0eacbdd,1.0,0.0,0.0,,0.0,0.0
b5fcc079e,16.0,0.15625,0.0,0.35584406697316173,0.9,-0.4
53976b229,15.0,0.41999999999999993,0.4,0.35294677866702306,0.9,0.0
f4ed1a08e,7.0,0.5571428571428572,0.5,0.3359421718944242,0.9,0.0
2f3227612,,,,,,
ba66a7a82,1.0,0.6,0.6,,0.6,0.6
d4e83ee5b,4.0,0.15,0.0,0.3,0.6,0.0
00a1f270a,1.0,0.8,0.8,,0.8,0.8
74e316be1,3.0,0.3333333333333333,0.2,0.5131601439446883,0.9,-0.1
039509c40,4.0,0.175,0.1,0.2217355782608345,0.5,0.0
eeb60466e,6.0,-0.11666666666666668,-0.2,0.6047037842337905,0.7,-0.8
c6cdbebfa,1.0,0.9,0.9,,0.9,0.9
82137b39f,6.0,0.3999999999999999,0.44999999999999996,0.39999999999999997,0.9,-0.1
28b64c198,4.0,0.25,0.05,0.4358898943540674,0.9,0.0
f70251906,5.0,0.040000000000000015,0.0,0.5727128425310541,0.9,-0.7
9d76ed82f,,,,,,
e83f846eb,1.0,0.6,0.6,,0.6,0.6
60b9421cc,8.0,0.35000000000000003,0.30000000000000004,0.40355562548072954,0.9,-0.3
72a7cb335,3.0,-0.16666666666666666,-0.1,0.3055050463303894,0.1,-0.5
0bd4aed6b,1.0,0.8,0.8,,0.8,0.8
ae03f99f2,11.0,0.1636363636363636,0.0,0.3324837658374534,0.8,-0.3
5a1010bca,4.0,0.49999999999999994,0.6,0.270801280154532,0.7,0.1
6a5c652b5,3.0,0.16666666666666666,0.1,0.2081665999466133,0.4,0.0
040771e8e,6.0,0.21666666666666667,0.2,0.5671566509057852,0.9,-0.7
706a9cd5c,3.0,0.3,0.7,0.6928203230275509,0.7,-0.5
62550cf78,1.0,-0.2,-0.2,,-0.2,-0.2
701c5afba,1.0,0.1,0.1,,0.1,0.1
d0fcfeb0f,4.0,0.45,0.55,0.3872983346207417,0.8,-0.1
7bce76c66,2.0,0.8,0.8,0.14142135623730953,0.9,0.7
3b0b88ac2,1.0,0.0,0.0,,0.0,0.0
a88d34ee3,6.0,0.15,0.0,0.2810693864511039,0.7,0.0
061378b30,2.0,0.8,0.8,0.14142135623730953,0.9,0.7
fc1457818,7.0,0.37142857142857144,0.4,0.44239607334862924,0.9,-0.2
a27f0cc49,3.0,0.7999999999999999,0.9,0.17320508075688776,0.9,0.6
728c78b39,6.0,0.35000000000000003,0.15000000000000002,0.43243496620879307,0.9,0.0
6c054c4ef,2.0,0.3,0.3,0.4242640687119285,0.6,0.0
d5b9e0322,5.0,0.33999999999999997,0.2,0.3847076812334269,0.8,0.0
a2dc697f6,4.0,0.15,0.15000000000000002,0.12909944487358055,0.3,0.0
b04b200fa,3.0,0.0,0.0,0.0,0.0,0.0
be7b65c23,11.0,0.14545454545454548,0.0,0.3751363388519869,0.9,-0.4
e37f4aa07,,,,,,
7de2f688b,4.0,0.375,0.35,0.38622100754188227,0.8,0.0
e7020fa9a,1.0,0.0,0.0,,0.0,0.0
752491221,5.0,0.48,0.4,0.37013511046643494,0.9,0.0
c2346525a,2.0,0.5,0.5,0.5656854249492381,0.9,0.1
bc7361016,1.0,0.8,0.8,,0.8,0.8
66201cf73,11.0,0.16363636363636364,0.0,0.5201398413363992,0.9,-0.6
b7359384d,5.0,0.24000000000000005,0.4,0.618869937870632,0.9,-0.7
be23e42d0,3.0,0.4666666666666666,0.5,0.35118845842842467,0.8,0.1
1c59cecac,1.0,0.1,0.1,,0.1,0.1
e7e1904f4,1.0,0.8,0.8,,0.8,0.8
2e3bfe5a9,4.0,0.4,0.35,0.469041575982343,0.9,0.0
13f07ee9a,2.0,0.75,0.75,0.21213203435596428,0.9,0.6
d78d1dec0,3.0,0.16666666666666666,0.2,0.15275252316519466,0.3,0.0
821bd9373,,,,,,
720db9cb3,1.0,0.8,0.8,,0.8,0.8
0443d6f82,7.0,-0.1142857142857143,0.0,0.27945525240230873,0.1,-0.7
67efce2e0,12.0,0.1333333333333333,0.1,0.42923469599092784,0.9,-0.6
fa1a30192,2.0,-0.05,-0.05,0.21213203435596428,0.1,-0.2
c675f3b10,6.0,0.01666666666666668,-0.09999999999999999,0.5382068994974578,0.9,-0.6
6e3d78857,1.0,0.0,0.0,,0.0,0.0
d4d6997e3,1.0,0.4,0.4,,0.4,0.4
d13d93f69,6.0,-0.06666666666666665,0.0,0.3559026084010437,0.4,-0.7
d8715d47e,13.0,0.3076923076923077,0.3,0.5040858697707803,0.9,-0.9
c15b3c9f1,3.0,0.16666666666666666,0.1,0.2081665999466133,0.4,0.0
3bef75882,22.0,-0.08636363636363636,-0.05,0.5667748814421527,0.8,-0.8
60bf93971,2.0,0.2,0.2,0.28284271247461906,0.4,0.0
e9eeadf82,3.0,0.06666666666666665,-0.2,0.6429100507328638,0.8,-0.4
a4530b1d0,3.0,0.4666666666666666,0.7,0.40414518843273806,0.7,0.0
da6bb3100,2.0,0.35000000000000003,0.35000000000000003,0.6363961030678928,0.8,-0.1
79669f807,6.0,0.25,0.1,0.5049752469181039,0.9,-0.4
3af2b1473,6.0,0.4000000000000001,0.4,0.3847076812334269,0.9,0.0
0f0f81a37,3.0,0.39999999999999997,0.3,0.458257569495584,0.9,0.0
b8976d821,3.0,0.033333333333333326,0.0,0.8504900548115383,0.9,-0.8
9eb98f34c,1.0,0.0,0.0,,0.0,0.0
e317b2a73,7.0,0.17142857142857146,0.0,0.4535573676110726,0.9,-0.3
ebd78e1d4,22.0,0.38636363636363635,0.45,0.3549586891395547,0.9,-0.1
0822c54d5,6.0,-0.01666666666666668,0.0,0.29944392908634276,0.5,-0.4
4036e0e12,7.0,0.4714285714285715,0.6,0.4535573676110727,0.9,0.0
f34d62be0,18.0,0.3333333333333333,0.25,0.39257820502267254,0.9,-0.2
2a7b5edbf,1.0,-0.7,-0.7,,-0.7,-0.7
18042e473,,,,,,
dc99804de,3.0,0.5,0.5,0.19999999999999998,0.7,0.3
0fb490c9b,5.0,-0.019999999999999997,-0.1,0.8043631020876082,0.8,-0.9
284be445a,3.0,0.19999999999999998,0.1,0.2645751311064591,0.5,0.0
a831df76b,,,,,,
145883970,1.0,0.9,0.9,,0.9,0.9
e3d9dc96d,1.0,0.0,0.0,,0.0,0.0
9a64e72cf,16.0,0.32499999999999996,0.2,0.3696845502136472,0.9,-0.2
6e643eba1,16.0,-0.08125000000000002,0.0,0.4593020066724435,0.9,-0.8
a1b3dafc9,2.0,0.8500000000000001,0.8500000000000001,0.07071067811865474,0.9,0.8
fe88a5777,2.0,0.9,0.9,0.0,0.9,0.9
bda2d149e,10.0,0.38,0.30000000000000004,0.37058512292499457,0.9,0.0
6cb5381cb,2.0,0.0,0.0,0.0,0.0,0.0
366a03818,4.0,0.325,0.35000000000000003,0.613052471924984,0.9,-0.3
732d546b4,,,,,,
a8a8f95f6,5.0,0.5000000000000001,0.7,0.4183300132670378,0.9,0.0
0b4bb9906,3.0,0.3,0.1,0.43588989435406733,0.8,0.0
5eeb10b7a,4.0,0.07499999999999998,0.05,0.4924428900898052,0.7,-0.5
f03b04b1e,1.0,0.8,0.8,,0.8,0.8
a672ea96d,1.0,0.2,0.2,,0.2,0.2
4df43033d,4.0,1.3877787807814457e-17,0.05,0.21602468994692867,0.2,-0.3
d25638f81,3.0,0.5333333333333333,0.7,0.47258156262526085,0.9,0.0
aafb75ee8,2.0,0.4,0.4,0.5656854249492381,0.8,0.0
e9cf01a21,5.0,0.3,0.1,0.4301162633521314,0.9,-0.1
1c74d62ed,1.0,0.9,0.9,,0.9,0.9
2148c2ef6,15.0,0.3533333333333333,0.3,0.3481926122681169,0.9,-0.1
f0bb05fc7,,,,,,
479500716,4.0,0.225,0.45,0.5560275772537425,0.6,-0.6
1afdf61ec,1.0,0.0,0.0,,0.0,0.0
b4d0c60b6,13.0,-0.16153846153846152,-0.1,0.42335655094821584,0.7,-0.9
110d4487e,6.0,0.25,0.4,0.689202437604511,0.9,-0.8
27cede3cf,1.0,0.5,0.5,,0.5,0.5
99dcd9020,1.0,0.0,0.0,,0.0,0.0
4cb8fe436,5.0,-0.07999999999999999,-0.2,0.6220932405998316,0.9,-0.6
a13ed5e9d,1.0,0.0,0.0,,0.0,0.0
7adc5209e,7.0,0.24285714285714288,0.4,0.4503966505838413,0.9,-0.3
0a8ee7520,6.0,0.09999999999999998,0.0,0.33466401061363027,0.7,-0.3
82aa52460,2.0,0.6,0.6,0.42426406871192857,0.9,0.3
4c9f111f1,3.0,0.6,0.9,0.5196152422706632,0.9,0.0
eb6c692dc,1.0,0.9,0.9,,0.9,0.9
d096658bb,2.0,-0.2,-0.2,0.1414213562373095,-0.1,-0.3
109c4f5a8,6.0,0.3333333333333333,0.30000000000000004,0.3777124126457412,0.9,-0.1
f8b702182,3.0,0.6333333333333334,0.8,0.37859388972001823,0.9,0.2
eb652ec07,1.0,0.1,0.1,,0.1,0.1
026ebf139,2.0,-0.050000000000000044,-0.050000000000000044,1.0606601717798212,0.7,-0.8
6c7c5555f,7.0,0.1285714285714286,0.2,0.5219012860502955,0.9,-0.8
1a9733afb,3.0,0.09999999999999999,0.2,0.45825756949558405,0.5,-0.4
1a54d4e92,6.0,0.4666666666666666,0.55,0.35023801430836526,0.9,0.0
8526200d3,1.0,0.0,0.0,,0.0,0.0
8df39788a,3.0,0.8000000000000002,0.8,0.10000000000000003,0.9,0.7
045543730,3.0,0.5,0.7,0.43588989435406733,0.8,0.0
bf50b399e,2.0,0.5,0.5,0.5656854249492381,0.9,0.1
a05289ebd,2.0,0.55,0.55,0.3535533905932738,0.8,0.3
dee525fcd,7.0,0.14285714285714285,0.0,0.3552329886011098,0.8,-0.3
ceed27182,3.0,-0.06666666666666667,0.0,0.11547005383792518,0.0,-0.2
c0a9578bb,6.0,0.4833333333333334,0.5,0.38686776379877746,0.9,0.0
66dda45c4,4.0,0.375,0.5,0.40311288741492746,0.7,-0.2
9c87d70e5,2.0,0.9,0.9,0.0,0.9,0.9
4574e3de4,1.0,0.9,0.9,,0.9,0.9
794a45833,1.0,0.0,0.0,,0.0,0.0
800a7c025,5.0,0.24,0.1,0.3781534080237808,0.9,0.0
6c75b9082,5.0,0.5,0.7,0.45276925690687087,0.9,-0.2
6dbc5c968,2.0,0.2,0.2,0.28284271247461906,0.4,0.0
4dad8252f,2.0,0.0,0.0,0.0,0.0,0.0
3f9f466d1,3.0,0.0,0.0,0.0,0.0,0.0
8bf9a6b80,5.0,0.27999999999999997,0.0,0.48682645778552347,0.9,-0.2
c43ecb3e1,6.0,0.23333333333333336,0.1,0.4676180777800048,0.9,-0.2
3a3ae56f1,6.0,0.10000000000000002,0.1,0.4516635916254486,0.8,-0.6
172332f53,4.0,0.7,0.75,0.14142135623730953,0.8,0.5
01f7fdb78,3.0,0.23333333333333336,0.0,0.49328828623162474,0.8,-0.1
9b721dcaf,10.0,0.43999999999999995,0.45,0.2988868236194652,0.9,0.0
e20655a10,9.0,0.25555555555555554,0.0,0.4245913067618999,0.9,-0.2
9718baba0,6.0,-0.01666666666666666,0.05,0.6554896388705673,0.9,-0.9
cdd7aee45,10.0,-0.13,-0.05,0.498998997994986,0.8,-0.8
86550c5dc,2.0,0.7,0.7,0.28284271247461906,0.9,0.5
ba311fc1a,1.0,0.0,0.0,,0.0,0.0
bb05c1ce8,2.0,-0.35,-0.35,0.49497474683058323,0.0,-0.7
4060caeb1,1.0,0.1,0.1,,0.1,0.1
e54ee8e55,6.0,0.2833333333333333,0.3,0.39200340134578765,0.8,-0.3
166092e21,1.0,0.1,0.1,,0.1,0.1
5a2c8a05f,1.0,0.9,0.9,,0.9,0.9
d3d47c67d,1.0,0.7,0.7,,0.7,0.7
8ba0c6894,8.0,0.28750000000000003,0.3,0.3522884370187913,0.9,-0.3
71cc0a02e,4.0,-0.075,-0.1,0.2217355782608345,0.2,-0.3
75bbaa3fa,1.0,0.0,0.0,,0.0,0.0
ca587cb42,12.0,0.06666666666666668,0.05,0.4075053448245876,0.8,-0.6
b4eb7f4df,2.0,0.0,0.0,0.0,0.0,0.0
